100; 1833
200; 4251
300; 7139
400; 9730
500; 11704
600; 16026
700; 18543
800; 21811
900; 24217
1000; 26356
1100; 33398
1200; 35876
1300; 39164
1400; 41247
1500; 43875
1600; 48422
1700; 50654
1800; 54041
1900; 55717
2000; 58708
2100; 70511
2200; 73464
2300; 75851
2400; 79374
2500; 82001
2600; 86158
2700; 87947
2800; 90661
2900; 93890
3000; 96743
3100; 103040
3200; 106308
3300; 108284
3400; 111534
3500; 113414
3600; 118578
3700; 120586
3800; 123418
3900; 126010
4000; 129297
4100; 152430
4200; 153810
4300; 156318
4400; 160102
4500; 162603
4600; 165495
4700; 168279
4800; 172902
4900; 174526
5000; 178362
5100; 180798
5200; 187553
5300; 189029
5400; 192648
5500; 194256
5600; 199451
5700; 202827
5800; 205646
5900; 208224
6000; 210435
6100; 213867
6200; 224784
6300; 226251
6400; 232008
6500; 231656
6600; 235248
6700; 239658
6800; 242888
6900; 243958
7000; 248450
7100; 250479
7200; 258670
7300; 260656
7400; 262579
7500; 265193
7600; 268849
7700; 273424
7800; 275740
7900; 277687
8000; 282130
8100; 283942
8200; 329292
8300; 329081
8400; 331471
8500; 333153
8600; 337409
8700; 341879
8800; 345392
8900; 345201
9000; 351236
9100; 354064
9200; 359206
9300; 363363
9400; 365947
9500; 369452
9600; 376191
9700; 374772
9800; 379601
9900; 379900
10000; 385350
